image,prompt,region,age,gender,race,emotion
"03062-4090838858-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",31,Woman,asian,happy
"03051-4090838847-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 190, 'y': 120, 'w': 242, 'h': 242}",33,Woman,white,neutral
"03043-4090838839-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 27, 'y': 69, 'w': 239, 'h': 239}",27,Woman,latino hispanic,sad
"03088-4090838884-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 124, 'y': 51, 'w': 242, 'h': 242}",31,Woman,white,fear
"03076-4090838872-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 10, 'y': 31, 'w': 336, 'h': 336}",28,Woman,latino hispanic,neutral
"03100-4090838896-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 62, 'y': 123, 'w': 353, 'h': 353}",33,Woman,latino hispanic,neutral
"03035-4090838831-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",23,Man,asian,angry
"03072-4090838868-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 48, 'y': 59, 'w': 407, 'h': 407}",29,Man,asian,happy
"03098-4090838894-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 224, 'y': 125, 'w': 237, 'h': 237}",31,Woman,white,neutral
"03085-4090838881-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 109, 'y': 118, 'w': 280, 'h': 280}",31,Man,asian,happy
"03101-4090838897-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 64, 'y': 69, 'w': 364, 'h': 364}",33,Woman,white,fear
"03031-4090838827-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 129, 'y': 24, 'w': 269, 'h': 269}",29,Woman,latino hispanic,neutral
"03073-4090838869-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 70, 'y': 77, 'w': 384, 'h': 384}",23,Woman,white,neutral
"03074-4090838870-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 102, 'y': 12, 'w': 300, 'h': 300}",33,Man,latino hispanic,happy
"03023-4090838819-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 64, 'y': 25, 'w': 415, 'h': 415}",29,Woman,white,sad
"03025-4090838821-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",22,Woman,white,happy
"03063-4090838859-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 45, 'y': 84, 'w': 401, 'h': 401}",22,Woman,latino hispanic,neutral
"03036-4090838832-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Woman,white,neutral
"03057-4090838853-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 124, 'y': 49, 'w': 327, 'h': 327}",28,Woman,white,neutral
"03080-4090838876-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",32,Man,asian,neutral
"03081-4090838877-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",27,Man,white,happy
"03038-4090838834-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 157, 'y': 294, 'w': 192, 'h': 192}",26,Man,white,angry
"03078-4090838874-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Woman,white,neutral
"03071-4090838867-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 254, 'y': 234, 'w': 96, 'h': 96}",32,Woman,white,happy
"03050-4090838846-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",28,Man,white,sad
"03049-4090838845-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Woman,white,neutral
"03069-4090838865-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 402, 'y': 262, 'w': 78, 'h': 78}",28,Man,white,happy
"03064-4090838860-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 54, 'y': 92, 'w': 167, 'h': 167}",32,Woman,white,neutral
"03102-4090838898-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 85, 'y': 91, 'w': 323, 'h': 323}",32,Woman,white,happy
"03061-4090838857-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 145, 'y': 92, 'w': 236, 'h': 236}",26,Woman,white,neutral
"03032-4090838828-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",23,Woman,white,neutral
"03048-4090838844-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",22,Man,white,angry
"03045-4090838841-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",27,Man,asian,happy
"03066-4090838862-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 167, 'y': 130, 'w': 200, 'h': 200}",30,Woman,asian,neutral
"03047-4090838843-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,asian,fear
"03070-4090838866-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 115, 'y': 59, 'w': 260, 'h': 260}",31,Woman,latino hispanic,happy
"03034-4090838830-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 100, 'y': 34, 'w': 160, 'h': 160}",33,Man,asian,happy
"03056-4090838852-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",28,Woman,white,neutral
"03111-4090838907-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 196, 'y': 62, 'w': 168, 'h': 168}",22,Woman,white,neutral
"03046-4090838842-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 179, 'y': 43, 'w': 213, 'h': 213}",28,Woman,white,neutral
"03089-4090838885-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Woman,asian,neutral
"03105-4090838901-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",23,Woman,white,fear
"03041-4090838837-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 179, 'y': 133, 'w': 281, 'h': 281}",33,Woman,white,neutral
"03058-4090838854-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 117, 'y': 63, 'w': 197, 'h': 197}",32,Woman,white,neutral
"03112-4090838908-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",23,Woman,indian,surprise
"03092-4090838888-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Woman,white,neutral
"03033-4090838829-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 216, 'y': 5, 'w': 106, 'h': 106}",25,Woman,latino hispanic,sad
"03095-4090838891-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 166, 'y': 59, 'w': 191, 'h': 191}",31,Woman,white,neutral
"03114-4090838910-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",23,Man,white,happy
"03068-4090838864-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 129, 'y': 70, 'w': 236, 'h': 236}",31,Woman,white,neutral
"03106-4090838902-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Woman,white,neutral
"03029-4090838825-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",23,Man,white,angry
"03059-4090838855-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Woman,white,neutral
"03028-4090838824-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Woman,middle eastern,fear
"03094-4090838890-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 210, 'y': 58, 'w': 124, 'h': 124}",32,Woman,latino hispanic,sad
"03086-4090838882-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 177, 'y': 93, 'w': 167, 'h': 167}",27,Woman,white,neutral
"03096-4090838892-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Woman,white,neutral
"03075-4090838871-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,asian,sad
"03044-4090838840-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 139, 'y': 18, 'w': 236, 'h': 236}",28,Woman,white,neutral
"03022-4090838818-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 182, 'y': 22, 'w': 141, 'h': 141}",27,Woman,asian,neutral
"03079-4090838875-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 102, 'y': 9, 'w': 323, 'h': 323}",27,Woman,white,sad
"03091-4090838887-portrait photo of a powerful woman, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",powerful woman,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",22,Woman,white,sad
"04243-2003545955-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 280, 'y': 103, 'w': 112, 'h': 112}",29,Man,white,happy
"04272-2003545984-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 114, 'y': 257, 'w': 53, 'h': 53}",40,Man,white,happy
"04249-2003545961-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 372, 'y': 141, 'w': 89, 'h': 89}",24,Man,white,fear
"04236-2003545948-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,black,angry
"04184-2003545896-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,white,fear
"04248-2003545960-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 81, 'y': 133, 'w': 63, 'h': 63}",30,Man,latino hispanic,happy
"04252-2003545964-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 232, 'y': 360, 'w': 51, 'h': 51}",30,Woman,white,happy
"04212-2003545924-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 109, 'y': 129, 'w': 224, 'h': 224}",36,Man,latino hispanic,happy
"04273-2003545985-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 370, 'y': 170, 'w': 33, 'h': 33}",31,Man,white,angry
"04199-2003545911-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,asian,neutral
"04245-2003545957-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Woman,black,fear
"04265-2003545977-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 335, 'y': 152, 'w': 30, 'h': 30}",33,Man,white,happy
"04192-2003545904-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 352, 'y': 44, 'w': 32, 'h': 32}",39,Man,white,angry
"04276-2003545988-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 266, 'y': 137, 'w': 63, 'h': 63}",31,Man,black,happy
"04275-2003545987-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,white,angry
"04216-2003545928-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,white,angry
"04220-2003545932-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",27,Man,white,neutral
"04186-2003545898-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,middle eastern,fear
"04208-2003545920-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,asian,sad
"04258-2003545970-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 222, 'y': 297, 'w': 55, 'h': 55}",24,Man,asian,happy
"04218-2003545930-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 244, 'y': 61, 'w': 86, 'h': 86}",39,Man,white,neutral
"04210-2003545922-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",23,Man,middle eastern,happy
"04202-2003545914-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 315, 'y': 43, 'w': 120, 'h': 120}",38,Man,white,neutral
"04266-2003545978-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 237, 'y': 170, 'w': 79, 'h': 79}",26,Man,white,happy
"04253-2003545965-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 115, 'y': 93, 'w': 89, 'h': 89}",25,Woman,white,happy
"04233-2003545945-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",33,Man,white,sad
"04203-2003545915-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 477, 'y': 1, 'w': 27, 'h': 27}",35,Man,middle eastern,sad
"04261-2003545973-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 138, 'y': 2, 'w': 41, 'h': 41}",26,Man,white,happy
"04246-2003545958-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 128, 'y': 69, 'w': 259, 'h': 259}",30,Man,white,happy
"04204-2003545916-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",35,Man,white,happy
"04226-2003545938-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",31,Man,middle eastern,fear
"04278-2003545990-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 352, 'y': 151, 'w': 124, 'h': 124}",24,Man,black,neutral
"04235-2003545947-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",31,Man,white,sad
"04230-2003545942-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 209, 'y': 260, 'w': 80, 'h': 80}",35,Man,white,happy
"04232-2003545944-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 211, 'y': 180, 'w': 82, 'h': 82}",41,Man,white,happy
"04188-2003545900-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,asian,happy
"04189-2003545901-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 194, 'y': 45, 'w': 161, 'h': 161}",27,Man,white,happy
"04260-2003545972-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,white,fear
"04255-2003545967-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 253, 'y': 102, 'w': 30, 'h': 30}",33,Man,white,disgust
"04219-2003545931-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 62, 'y': 150, 'w': 71, 'h': 71}",24,Man,white,happy
"04207-2003545919-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,middle eastern,fear
"04256-2003545968-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",22,Man,indian,angry
"04229-2003545941-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,white,happy
"04264-2003545976-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 216, 'y': 185, 'w': 73, 'h': 73}",36,Woman,white,happy
"04242-2003545954-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 271, 'y': 13, 'w': 56, 'h': 56}",32,Man,white,happy
"04244-2003545956-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,white,neutral
"04193-2003545905-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,white,happy
"04221-2003545933-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 336, 'y': 130, 'w': 32, 'h': 32}",26,Man,white,angry
"04274-2003545986-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 277, 'y': 191, 'w': 30, 'h': 30}",36,Man,middle eastern,fear
"04200-2003545912-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 206, 'y': 38, 'w': 115, 'h': 115}",38,Man,white,happy
"04269-2003545981-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 126, 'y': 222, 'w': 40, 'h': 40}",26,Woman,white,happy
"04234-2003545946-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 285, 'y': 133, 'w': 30, 'h': 30}",29,Man,latino hispanic,fear
"04215-2003545927-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 421, 'y': 29, 'w': 64, 'h': 64}",40,Man,white,happy
"04197-2003545909-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 22, 'y': 26, 'w': 45, 'h': 45}",39,Man,white,happy
"04238-2003545950-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",32,Man,middle eastern,sad
"04223-2003545935-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",35,Man,white,fear
"04254-2003545966-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 63, 'y': 78, 'w': 201, 'h': 201}",32,Man,black,happy
"04196-2003545908-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 219, 'y': 301, 'w': 43, 'h': 43}",27,Man,black,happy
"04191-2003545903-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,white,sad
"04262-2003545974-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 238, 'y': 154, 'w': 59, 'h': 59}",28,Man,white,happy
"04279-2003545991-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,white,angry
"04209-2003545921-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 161, 'y': 29, 'w': 54, 'h': 54}",24,Man,white,happy
"04263-2003545975-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 165, 'y': 14, 'w': 119, 'h': 119}",31,Man,middle eastern,neutral
"04267-2003545979-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 166, 'y': 43, 'w': 139, 'h': 139}",29,Man,white,happy
"04205-2003545917-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 159, 'y': 64, 'w': 165, 'h': 165}",22,Man,middle eastern,happy
"04277-2003545989-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",28,Man,black,fear
"04240-2003545952-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 235, 'y': 128, 'w': 64, 'h': 64}",30,Woman,white,happy
"04217-2003545929-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",32,Man,asian,neutral
"04194-2003545906-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 63, 'y': 147, 'w': 76, 'h': 76}",30,Woman,middle eastern,happy
"04251-2003545963-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,white,fear
"04201-2003545913-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,asian,surprise
